date_sample_collection;acari_20;data_type;id_sample;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;id_level_1;id_level_2;id_level_3;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;country_code;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;main_prog_name;precision_date;pseudoscorp_20;additional_name;hymenoptera_l10;thysanoptera_01;acari_number_taxa;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;list_of_other_bfs;enchytraeus_abundance;enchytreids_r_strategist_abundance;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance
date:2021-04-17T00:00:00:yyyy-MM-dd;1400;Data Mesofauna;;0;0;0;0;0;0;PED_4;NA;2;0;0;200;0;0;0;0;0;IT;0;0;0;0;0;0;1500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;800;Data Mesofauna;;0;0;0;0;0;0;PED_4;NA;3;0;0;500;0;0;0;0;0;IT;0;0;0;0;0;0;15000;0;0;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;0;100;100;100;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;300;Data Mesofauna;;100;0;0;0;0;0;NEO_1;NA;1;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;100;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;300;Data Mesofauna;;0;0;0;0;0;0;NEO_1;NA;2;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;500;Data Mesofauna;;0;0;0;0;0;0;NEO_1;NA;3;0;0;900;0;0;0;0;0;IT;0;0;0;0;0;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_1_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;1200;Data Mesofauna;;0;200;NA;-99;0;0;NEO_2;NA;1;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;0;2200;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;200;NA;-99;0;0;NEO_2;NA;2;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;300;3300;NA;-99;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;300;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;4700;Data Mesofauna;;0;100;NA;-99;0;0;NEO_2;NA;3;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;100;5400;0;100;0;;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;100;500;100;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_2_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;1200;NA;-99;0;0;NEO_3;NA;1;0;0;200;0;0;0;0;0;IT;0;0;100;0;0;300;3000;NA;-99;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;200;0;200;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;2900;Data Mesofauna;;0;200;NA;-99;0;0;NEO_3;NA;2;0;0;6400;0;0;0;0;0;IT;0;0;100;0;0;0;145000;0;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;600;0;0;soil4life;D;0;;0;100;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;2500;Data Mesofauna;;0;0;0;0;0;0;NEO_3;NA;3;0;0;6800;0;0;0;0;0;IT;0;0;0;0;0;0;19500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;200;0;0;0;100;0;300;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;2500;Data Mesofauna;;0;0;0;0;0;0;NEO_4;NA;1;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;100;0;0;0;0;0;NA;NA;NA;NA;-99;NA;0;0;0;0;100;0;0;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;200;Data Mesofauna;;0;0;0;0;0;0;NEO_4;NA;2;0;0;400;0;0;0;0;0;IT;0;0;0;0;0;0;100;0;0;0;0;0;NA;NA;NA;-99;NA;NA;0;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-24T00:00:00:yyyy-MM-dd;300;Data Mesofauna;;0;0;0;0;0;0;NEO_4;NA;3;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;300;0;0;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;0;100;0;100;0;soil4life;D;0;;0;0;;2021-04-24_D_IT_SOIL4LIFE_F_NEO_4_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;1200;Data Mesofauna;;0;0;0;0;0;0;COL_1;NA;1;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;4500;0;0;0;0;0;NA;NA;NA;NA;NA;NA;200;0;0;0;0;0;0;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;0;0;0;0;0;COL_1;NA;2;0;0;300;0;0;0;0;0;IT;0;0;0;0;0;0;7500;0;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;10400;Data Mesofauna;;0;0;0;0;0;0;COL_1;NA;3;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;0;500;0;0;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_1_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;0;0;0;0;0;COL_2;NA;1;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;100;23200;100;0;0;0;0;NA;NA;NA;NA;NA;NA;300;0;0;0;0;100;200;100;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;4000;Data Mesofauna;;0;0;0;0;0;0;COL_2;NA;2;0;0;800;0;0;0;0;0;IT;0;0;0;0;0;100;12500;100;0;0;0;0;NA;NA;NA;NA;NA;-99;100;0;0;0;100;0;200;0;0;soil4life;D;0;;0;100;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;2000;Data Mesofauna;;0;200;NA;-99;0;0;COL_2;NA;3;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;300;3500;NA;-99;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_2_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;6000;Data Mesofauna;;0;800;NA;-99;0;0;COL_3;NA;1;0;0;1000;0;0;0;0;0;IT;0;0;0;0;0;0;7600;0;0;0;0;0;NA;NA;NA;NA;NA;NA;0;0;0;0;100;0;1100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;10700;Data Mesofauna;;0;100;NA;-99;0;0;COL_3;NA;2;0;0;700;0;0;0;0;0;IT;0;0;0;0;0;100;13600;0;0;100;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;100;0;5800;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3800;Data Mesofauna;;0;0;0;0;0;0;COL_3;NA;3;0;0;1900;0;0;0;0;0;IT;0;0;0;0;0;400;3000;NA;NA;-99;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;1100;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_3_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;3100;Data Mesofauna;;0;0;0;0;0;0;COL_4;NA;1;0;0;5100;0;0;0;0;0;IT;0;0;0;0;0;300;3200;NA;NA;-99;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;400;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;500;Data Mesofauna;;0;0;0;0;0;0;COL_4;NA;2;0;0;1100;0;0;0;0;0;IT;0;0;0;0;0;100;600;0;100;0;0;0;NA;NA;NA;NA;NA;-99;0;0;0;0;0;0;300;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2021-04-17T00:00:00:yyyy-MM-dd;2100;Data Mesofauna;;0;0;0;0;0;0;COL_4;NA;3;0;0;1200;0;0;0;0;0;IT;0;0;0;0;0;100;2800;0;100;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;1800;0;0;soil4life;D;0;;0;0;;2021-04-17_D_IT_SOIL4LIFE_F_COL_4_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;1400;Data Mesofauna;;0;0;0;0;0;0;E-1;NA;1;0;0;0;0;0;0;0;0;IT;0;0;0;0;100;300;10800;300;0;0;0;0;0;0;0;0;0;800;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_1;F;NA;P;;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;1100;Data Mesofauna;;100;0;0;0;0;0;E-1;NA;2;0;0;0;0;100;0;0;100;IT;0;0;0;0;0;300;1400;300;0;0;0;0;0;0;0;0;0;500;100;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_2;F;NA;P;L_lepidoptera;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;1600;Data Mesofauna;;100;0;0;0;0;0;E-1;NA;3;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;200;1300;200;0;0;0;0;0;0;0;0;0;700;0;0;0;0;0;0;0;0;0;qbs_prati;D;0;;0;300;;2022-10-13_D_IT_qbs_prati_F_E-1_NA_NA_P_3;F;NA;P;L_lepidoptera;;;0;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5700;Data Mesofauna;;100;0;0;0;300;0;E-10;NA;1;0;100;0;100;100;100;100;0;IT;100;0;1200;0;200;100;5500;100;0;0;0;0;0;0;0;0;0;4500;300;0;0;0;0;400;100;0;400;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_1;F;NA;P;Neuroptera;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;12700;Data Mesofauna;;0;0;0;0;0;0;E-10;NA;2;0;100;0;0;0;0;0;0;IT;0;0;300;0;100;200;14300;100;100;0;0;0;0;0;0;0;0;8300;1200;0;0;0;300;900;400;0;900;qbs_prati;D;0;;0;200;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;25000;Data Mesofauna;;0;0;0;0;0;0;E-10;NA;3;0;0;100;400;0;0;0;0;IT;0;0;0;0;100;300;10200;300;0;0;0;0;0;0;0;0;0;500;200;0;0;0;0;900;200;0;900;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-10_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;14000;Data Mesofauna;;0;0;0;0;0;0;E-11;NA;1;0;0;0;0;100;0;0;100;IT;0;0;200;0;0;300;21600;100;200;0;0;0;0;0;0;8000;12000;500;400;0;0;0;100;300;300;0;300;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;9200;Data Mesofauna;;0;0;0;0;0;0;E-11;NA;2;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;36100;0;0;0;0;0;0;300;400;4500;9500;400;100;0;0;0;0;1900;400;0;1900;qbs_prati;D;0;;0;600;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;4300;Data Mesofauna;;0;0;0;0;0;0;E-11;NA;3;0;0;100;100;0;0;0;0;IT;0;0;500;0;0;400;24000;400;0;0;0;0;0;100;500;3700;4200;300;0;0;0;0;0;9800;300;0;9800;qbs_prati;D;0;;300;200;;2022-10-13_D_IT_qbs_prati_F_E-11_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;11600;Data Mesofauna;;0;200;0;200;0;0;E-12;NA;1;300;0;100;100;0;100;0;0;IT;100;0;400;0;300;500;16500;500;0;0;0;0;0;0;0;0;0;7400;300;0;0;0;0;28000;0;0;28000;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;18300;Data Mesofauna;;0;0;0;0;0;0;E-12;NA;2;0;0;700;600;100;200;0;100;IT;200;0;0;0;1700;300;13900;200;0;0;0;100;0;0;0;0;0;5800;400;0;0;0;0;2400;100;0;2400;qbs_prati;D;0;;0;1600;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;8300;Data Mesofauna;;0;0;0;0;0;0;E-12;NA;3;0;0;300;200;0;0;0;0;IT;0;0;200;0;400;200;12700;200;0;0;0;0;0;0;0;0;0;6300;200;0;0;0;300;600;200;0;600;qbs_prati;D;0;;0;700;;2022-10-13_D_IT_qbs_prati_F_E-12_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;8600;Data Mesofauna;;100;0;0;0;0;0;E-13;NA;1;0;0;0;0;100;0;0;100;IT;0;0;400;0;0;200;15700;200;0;0;0;0;0;0;0;0;0;9100;100;0;0;0;0;300;100;0;300;qbs_prati;D;0;;0;500;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_1;F;NA;P;L_lepidoptera;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5000;Data Mesofauna;;0;200;0;200;0;0;E-13;NA;2;0;0;0;100;0;0;0;0;IT;0;0;600;0;0;300;13400;300;0;0;0;0;0;0;0;0;0;4000;200;0;0;0;0;700;300;0;700;qbs_prati;D;0;;0;500;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;3700;Data Mesofauna;;0;100;100;0;0;0;E-13;NA;3;0;0;100;0;0;0;0;0;IT;0;0;0;0;0;0;39700;0;0;0;0;0;0;0;0;0;0;34300;1200;0;0;0;0;200;200;0;200;qbs_prati;D;0;;0;400;;2022-10-13_D_IT_qbs_prati_F_E-13_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;12400;Data Mesofauna;;0;200;100;100;0;0;E-14;NA;1;0;0;200;0;0;0;0;0;IT;0;0;500;0;0;300;41000;300;0;0;0;0;0;0;0;0;0;5000;500;0;0;0;200;6100;100;0;6100;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;4500;Data Mesofauna;;0;0;0;0;0;0;E-14;NA;2;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;100;10100;100;0;0;0;0;0;0;0;0;0;4500;100;0;0;0;0;600;0;0;600;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5800;Data Mesofauna;;0;0;0;0;100;0;E-14;NA;3;0;0;0;0;0;0;0;0;IT;0;0;100;0;0;100;13200;100;0;0;0;0;0;0;0;0;0;8500;100;0;0;0;0;1900;100;0;1900;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-14_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;7300;Data Mesofauna;;0;0;0;0;0;0;E-15;NA;1;0;0;200;500;100;0;0;100;IT;0;0;500;0;0;0;14000;0;0;0;0;0;0;0;0;0;0;5000;400;0;0;0;300;5700;600;0;5700;qbs_prati;D;0;;0;400;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;14100;Data Mesofauna;;0;100;0;100;0;0;E-15;NA;2;0;500;100;700;100;0;0;100;IT;0;0;400;0;0;0;14000;0;0;0;0;0;0;0;0;0;0;7900;700;0;0;0;100;50000;100;0;50000;qbs_prati;D;0;;0;200;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;22000;Data Mesofauna;;0;100;100;0;1600;0;E-15;NA;3;0;0;200;700;100;100;0;100;IT;100;0;300;0;100;100;25100;0;100;0;0;0;0;0;0;0;0;14300;2200;0;0;0;0;3500;0;0;3500;qbs_prati;D;0;;0;500;;2022-10-14_D_IT_qbs_prati_F_E-15_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;4500;Data Mesofauna;;0;100;100;0;0;0;E-16;NA;1;0;0;200;300;0;0;0;0;IT;0;0;0;0;0;100;21500;0;100;0;0;0;0;0;0;2000;2800;200;0;0;0;0;0;600;100;0;600;qbs_prati;D;0;;0;100;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;5200;Data Mesofauna;;0;0;0;0;0;0;E-16;NA;2;0;100;300;100;0;0;0;0;IT;0;0;500;0;0;200;13600;200;0;0;0;0;0;0;200;3400;5000;0;0;0;0;0;0;2300;400;0;2300;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;24000;Data Mesofauna;;0;600;400;200;0;0;E-16;NA;3;0;100;600;400;0;0;0;0;IT;0;0;0;0;0;500;16100;200;100;0;0;200;0;0;0;3200;3500;200;600;0;0;0;0;2100;900;0;2100;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-16_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;7300;Data Mesofauna;;0;0;0;0;0;0;E-17;NA;1;0;0;300;0;0;0;0;0;IT;0;0;200;0;0;0;10500;0;0;0;0;0;0;0;0;800;1900;0;300;0;0;0;0;1800;300;0;1800;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;7500;Data Mesofauna;;0;0;0;0;0;0;E-17;NA;2;0;0;100;0;0;0;0;0;IT;0;0;400;0;0;100;9500;0;100;0;0;0;0;0;300;1700;4400;0;100;0;0;0;0;1100;100;0;1100;qbs_prati;D;0;;0;500;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;11600;Data Mesofauna;;0;100;0;100;0;0;E-17;NA;3;0;100;400;0;0;100;0;0;IT;0;100;400;0;0;200;12800;0;0;0;0;200;0;0;0;2600;3500;100;100;0;0;0;1000;2400;0;0;2400;qbs_prati;D;0;;0;400;;2022-10-14_D_IT_qbs_prati_F_E-17_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;13200;Data Mesofauna;;0;0;0;0;0;0;E-18;NA;1;0;0;0;0;0;0;0;0;IT;0;0;1000;0;0;500;17800;400;100;0;0;0;0;0;0;0;0;11300;200;0;0;0;200;300;500;0;300;qbs_prati;D;0;;0;100;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;28000;Data Mesofauna;;0;0;0;0;0;0;E-18;NA;2;0;0;200;0;0;0;0;0;IT;0;0;100;0;0;100;61500;100;0;0;0;0;0;0;0;0;0;50000;0;0;0;0;0;0;100;0;0;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_2;F;NA;P;;;;0;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;41000;Data Mesofauna;;0;100;100;0;0;0;E-18;NA;3;0;0;300;0;0;0;0;0;IT;0;0;3200;0;0;300;95000;200;100;0;0;0;0;0;0;0;0;42700;2300;0;0;0;0;0;500;0;0;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-18_NA_NA_P_3;F;NA;P;;;;0;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;5200;Data Mesofauna;;0;0;0;0;0;0;E-19;NA;1;0;0;0;400;100;0;0;100;IT;0;0;0;0;0;300;49200;300;0;0;0;0;0;0;0;0;0;3800;400;0;0;0;0;800;300;0;800;qbs_prati;D;0;;0;0;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;4200;Data Mesofauna;;0;0;0;0;0;0;E-19;NA;2;0;0;300;0;0;0;0;0;IT;0;0;300;0;0;0;7600;0;0;0;0;0;0;0;0;0;0;2700;700;0;0;0;0;400;100;0;400;qbs_prati;D;0;;0;200;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;12500;Data Mesofauna;;0;500;400;100;0;0;E-19;NA;3;0;0;200;0;0;0;0;0;IT;0;0;400;0;0;100;21400;100;0;0;0;0;0;0;0;0;0;15800;2200;0;0;0;0;200;300;0;200;qbs_prati;D;0;;0;100;;2022-10-14_D_IT_qbs_prati_F_E-19_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5200;Data Mesofauna;;0;0;0;0;0;0;E-2;NA;1;0;0;100;100;0;0;0;0;IT;0;0;0;0;0;0;18600;0;0;0;0;0;0;0;100;300;100;100;0;0;0;0;0;11000;200;0;11000;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;5700;Data Mesofauna;;0;0;0;0;100;0;E-2;NA;2;0;0;0;0;0;0;0;0;IT;0;0;0;0;0;100;900;100;0;0;0;0;0;0;0;300;0;0;0;0;0;0;100;1800;0;0;1800;qbs_prati;D;0;;0;0;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_2;F;NA;P;;;;1;;;;
date:2022-10-13T00:00:00:yyyy-MM-dd;8300;Data Mesofauna;;0;0;0;0;0;0;E-2;NA;3;0;0;200;0;0;0;0;0;IT;0;0;300;0;0;200;1900;200;0;0;0;0;0;0;100;600;500;100;300;0;0;0;0;6300;300;0;6300;qbs_prati;D;0;;0;100;;2022-10-13_D_IT_qbs_prati_F_E-2_NA_NA_P_3;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;12300;Data Mesofauna;;0;0;0;0;200;0;E-20;NA;1;0;200;400;200;100;0;0;100;IT;0;0;800;0;0;200;4000;100;100;0;0;0;0;0;0;0;0;2200;200;0;0;0;0;200;100;0;200;qbs_prati;D;0;;0;100;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_1;F;NA;P;;;;1;;;;
date:2022-10-14T00:00:00:yyyy-MM-dd;22000;Data Mesofauna;;100;0;0;0;0;0;E-20;NA;2;0;100;100;500;200;0;0;200;IT;0;0;800;0;400;100;22200;100;0;0;0;0;0;0;0;0;0;16000;3800;0;0;0;200;0;0;0;0;qbs_prati;D;100;;0;700;;2022-10-14_D_IT_qbs_prati_F_E-20_NA_NA_P_2;F;NA;P;L_lepidoptera;;;0;;;;
