extraction_method;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;main_prog_name;additional_name;data_type;id_sample;type_data;assay_scope;country_code;sampling_method;id_sampling_point;sampling_reference;extraction_duration;extraction_mesh_size;extraction_reference;extraction_soil_weight;sampled_area_for_each_subsample
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-46;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-46_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-47;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-47;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-47;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-47_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-48;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-48;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-48;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-48_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-49;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-49;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-49;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-49_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-5;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-5;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-5;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-5_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-50;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-50;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-50;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-50_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-51;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-51;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-51;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-51_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-52;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-52;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-52;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-52_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-53;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-53;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-53;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-53_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-54;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-54;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-54;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-54_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-55;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-55;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-55;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-55_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-56;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-56;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-07T00:00:00:yyyy-MM-dd;D;E-56;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-07_D_IT_qbs_prati_F_E-56_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-57;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-57;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-57;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-57_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-58;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-58;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-58;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-58_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-59;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-59;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-59;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-59_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-6;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-6;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-6;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-6_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-60;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-60;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-11-08T00:00:00:yyyy-MM-dd;D;E-60;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-11-08_D_IT_qbs_prati_F_E-60_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-7;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-7;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-7;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-7_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-8;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-8;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-8;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-8_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-9;NA;1;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-9;NA;2;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2022-10-13T00:00:00:yyyy-MM-dd;D;E-9;NA;3;F;NA;P;qbs_prati;;;;abundance data;the entire community;IT;;2022-10-13_D_IT_qbs_prati_F_E-9_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S1;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S1;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S1;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S1_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S2;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S2;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S2;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S2_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S3;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S3;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHClow;Out-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHClow_block_Out-C_NA_NA;;;;;;
Berlese-Tullgren;date:2005-05-25T00:00:00:yyyy-MM-dd;D;DE BELLIS_S3;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-25_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S3_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S4;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S4;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S4;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S4_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHChigh;In-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHChigh_block_In-C_NA_NA;;;;;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S5;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S5;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-05-26T00:00:00:yyyy-MM-dd;D;DE BELLIS_S5;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-05-26_D_IT_Regional_monitoring_FVG_F_DE BELLIS_S5_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S6;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHCmedium;In-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHCmedium_block_In-C_NA_NA;;;;;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S6;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S6;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S6_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S7;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S7;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2018-04-01T00:00:00:yyyy-MM-dd;M;SHClow;In-C;NA;T;block;NA;na;;;;abundance data;multiple taxa;ES;;2018-04-01_M_ES_NA_T_SHClow_block_In-C_NA_NA;;;;;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S7;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S7_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S8;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S8;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-08T00:00:00:yyyy-MM-dd;D;RADOVIC_S8;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-08_D_IT_Regional_monitoring_FVG_F_RADOVIC_S8_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S9;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S9;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S9;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S9_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S10;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S10;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2005-06-09T00:00:00:yyyy-MM-dd;D;RADOVIC_S10;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2005-06-09_D_IT_Regional_monitoring_FVG_F_RADOVIC_S10_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S11;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S11;NA;2;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_2;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S11;NA;3;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S11_NA_NA_P_3;;;;https://zenodo.org/record/7778672;;
Berlese-Tullgren;date:2006-06-22T00:00:00:yyyy-MM-dd;D;SKERLY_S12;NA;1;F;NA;P;regional_monitoring_fvg;;;;presence/absence data;the entire community;IT;;2006-06-22_D_IT_Regional_monitoring_FVG_F_SKERLY_S12_NA_NA_P_1;;;;https://zenodo.org/record/7778672;;
