id_sampling_point;date_sample_collection;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;id_sample;data_type;country_code;main_prog_name;additional_name;total_nem_biomass;ab_fungivores;ab_herbivores;ab_Total_nematodes;nematode_family_richness;nematode_genera_richness;ab_bacterivores;ei;mi;mi2-5;nematods_si;ab_omnivores;ab_predators;ab_unident;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample;date_soil_sampling_for_chemical_analysis;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;phosphorus_available;potassium_available;nitrogen;organic_carbon;crop_1;crop_2;crop_3;crop_rotation;irrigat_water;tillage_depth;farming_system;grazing_method;tillage_method;tillage_season;tillage_system;type_main_crop;cropping_system;drainage_system;fertilizer_type;irrigation_type;livestock_breed;fertilization_method;insect_appli_rate;pest_control_type;landuse_1_year_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_2_years_ago;landuse_5_years_ago;landuse_6_years_ago;miticide_appli_rate;total_plant_biomass;fungicide_appli_rate;herbicide_appli_rate;insect_pest_control_method;organic_matter_input;pest_control_method_microbioconsortia;nematicide_appli_rate;organic_matter_amount;bactericide_appli_rate;yield_of_sampling_year;fungicide_pest_control_method;herbicide_pest_control_method;molluscicide_appli_rate;nematicide_pest_control_method;pheromones_pest_control_method;single_inoculant_pest_control_method;bactericide_pest_control_method;molluscicid_pest_control_method;number_of_husbandry_animals;pest_control_metthod_miticide;soilsolariz_pest_control_method;publication_year;project_acronym;project_name;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;upload_to_gbif;upload_to_other_databases;link_to_ncbi_or_other_database;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
1996-06-11-D_NL_DEGREE_T-H6-T1_B-1_P-NA;date:1996-06-11T00:00:00:yyyy-MM-dd;D;H6-T1;T;1;B;NA;P;1996-06-11-D_NL_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;Data Microfauna;NL;degree;De Bovenbuurtse Weilanden;3.59;436;1435;4585;;24;2187;43.95;2.62;NULL;75.87;431;96;;Decanting and sieving;;composite sample;;;;;;;;FAO-Unesco 1981;humic podzol;na;;;;na;;;;;;;;;;;10.0;;;21.48;;;;;;;field_fodder;;;No;na;;na;mowing_with_om_exportation;na;na;na;perennial;grassland;na;no_fertilizer;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Marina Bongers;Bongers-Netherlands_wet_grassland-Nematodes-1996;Nematode fauna of an extensively managed wet grassland in The Netherlands;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-06-11;1996-06-11;5.666667;51.983334;11.0;grass_land;field;0;;;;;
1996-06-11-D_NL_DEGREE_T-H6-T1_B-2_P-NA;date:1996-06-11T00:00:00:yyyy-MM-dd;D;H6-T1;T;2;B;NA;P;1996-06-11-D_NL_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;Data Microfauna;NL;degree;De Bovenbuurtse Weilanden;2.38;1155;1072;3954;;19;1657;57.06;2.3;NULL;60.08;71;0;;Decanting and sieving;;composite sample;;;;;;;;FAO-Unesco 1981;humic podzol;na;;;;na;;;;;;;;;;;10.0;;;21.77;;;;;;;field_fodder;;;No;na;;na;mowing_with_om_exportation;na;na;na;perennial;grassland;na;no_fertilizer;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Marina Bongers;Bongers-Netherlands_wet_grassland-Nematodes-1996;Nematode fauna of an extensively managed wet grassland in The Netherlands;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-06-11;1996-06-11;5.666667;51.983334;11.0;grass_land;field;0;;;;;
1996-06-11-D_NL_DEGREE_T-H6-T5_B-1_P-NA;date:1996-06-11T00:00:00:yyyy-MM-dd;D;H6-T5;T;1;B;NA;P;1996-06-11-D_NL_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;Data Microfauna;NL;degree;De Bovenbuurtse Weilanden;2.56;348;964;3520;;23;2010;29.09;2.5;NULL;69.49;67;130;;Decanting and sieving;;composite sample;;;;;;;;FAO-Unesco 1981;humic podzol;na;;;;na;;;;;;;;;;;10.0;;;22.32;;;;;;;field_fodder;;;No;na;;na;mowing_with_om_exportation;na;na;na;perennial;grassland;na;no_fertilizer;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Marina Bongers;Bongers-Netherlands_wet_grassland-Nematodes-1996;Nematode fauna of an extensively managed wet grassland in The Netherlands;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-06-11;1996-06-11;5.666667;51.983334;11.0;grass_land;field;0;;;;;
1996-06-11-D_NL_DEGREE_T-H6-T5_B-2_P-NA;date:1996-06-11T00:00:00:yyyy-MM-dd;D;H6-T5;T;2;B;NA;P;1996-06-11-D_NL_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;Data Microfauna;NL;degree;De Bovenbuurtse Weilanden;3.18;213;1922;4723;;29;2352;43.54;2.44;NULL;71.25;38;194;;Decanting and sieving;;composite sample;;;;;;;;FAO-Unesco 1981;humic podzol;na;;;;na;;;;;;;;;;;10.0;;;27.7;;;;;;;field_fodder;;;No;na;;na;mowing_with_om_exportation;na;na;na;perennial;grassland;na;no_fertilizer;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Marina Bongers;Bongers-Netherlands_wet_grassland-Nematodes-1996;Nematode fauna of an extensively managed wet grassland in The Netherlands;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-06-11;1996-06-11;5.666667;51.983334;11.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H1-T2_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H1-T2;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;1;408;397;1417;;21;496;33.12;2.23;NULL;35.98;10;106;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H1-T4_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H1-T4;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.72;264;185;977;;19;370;29.39;2.4;NULL;50;18;141;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H1-T6_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H1-T6;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.32;106;42;373;;22;187;26.82;2.26;NULL;38.2;10;29;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H1-T6_B-2_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H1-T6;T;2;B;NA;P;1996-07-03-D_GR_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.77;451;275;1182;;18;348;42.05;2.22;NULL;36.8;9;98;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H2-T1_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H2-T1;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H2-T1_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.85;194;186;843;;21;336;27.35;2.46;NULL;54.44;38;89;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H2-T1_B-2_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H2-T1;T;2;B;NA;P;1996-07-03-D_GR_DEGREE_T-H2-T1_B-2_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.5;199;167;699;;18;264;30.05;2.28;NULL;38.97;6;65;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H3-T6_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H3-T6;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H3-T6_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.33;85;114;427;;25;176;28.31;2.32;NULL;45.54;15;37;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H4-T3_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H4-T3;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H4-T3_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;1.1;672;67;1239;;16;304;44.38;2.33;NULL;46.95;109;88;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H4-T3_B-2_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H4-T3;T;2;B;NA;P;1996-07-03-D_GR_DEGREE_T-H4-T3_B-2_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.3;215;81;451;;19;114;41.61;2.23;NULL;35.74;8;32;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H5-T6_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H5-T6;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H5-T6_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;1.11;501;414;1423;;25;344;42.92;2.35;NULL;49.03;37;127;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H6-T1_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H6-T1;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H6-T1_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.53;277;180;1047;;16;537;25.41;2.1;NULL;17.95;0;52;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H6-T1_B-2_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H6-T1;T;2;B;NA;P;1996-07-03-D_GR_DEGREE_T-H6-T1_B-2_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.61;229;119;814;;21;387;27.35;2.26;NULL;37.7;15;63;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H6-T5_B-1_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H6-T5;T;1;B;NA;P;1996-07-03-D_GR_DEGREE_T-H6-T5_B-1_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.86;741;128;1473;;20;464;37.64;2.23;NULL;35.26;0;140;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-03-D_GR_DEGREE_T-H6-T5_B-2_P-NA;date:1996-07-03T00:00:00:yyyy-MM-dd;D;H6-T5;T;2;B;NA;P;1996-07-03-D_GR_DEGREE_T-H6-T5_B-2_P-NA_Data Microfauna;Data Microfauna;GR;degree;Mount Vermion;0.94;419;184;1335;;22;594;31.82;2.22;NULL;34.86;12;125;;Decanting and sieving;;composite sample;;;;;;;;;Calcareous;na;;;;na;;;;;;;;;;;10.0;;;;100;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;na;na;na;na;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy, George P Stamou;Nagy-Greece_grassland-Nematodes-1996;Nematode fauna of a Mediterranean grassland (garrigue) at Mt. Vermion, Greece;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-03;1996-07-03;23.166668;40.333332;212.0;grass_land;field;0;;;;;
1996-07-05-D_HU_DEGREE_T-H1-T2_B-1_P-NA;date:1996-07-05T00:00:00:yyyy-MM-dd;D;H1-T2;T;1;B;NA;P;1996-07-05-D_HU_DEGREE_T-H1-T2_B-1_P-NA_Data Microfauna;Data Microfauna;HU;degree;Lake Donger;4.21;837;1296;6200;;32;3801;43.64;2.13;NULL;41.93;62;205;;Decanting and sieving;;composite sample;;;;;;;;;Chernozem-type sandy soil;na;;;;na;;;;;;;;;;;10.0;;;;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;no_fertilizer;na;na;no_amendment_application;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy;Nagy-Hungary_steppe_grassland-Nematodes-1996;The nematode fauna of a dry continental steppe grassland at Lake Donger, Hungary;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-05;1996-07-05;20.0;46.666668;;grass_land;field;0;;;;;
1996-07-05-D_HU_DEGREE_T-H1-T4_B-1_P-NA;date:1996-07-05T00:00:00:yyyy-MM-dd;D;H1-T4;T;1;B;NA;P;1996-07-05-D_HU_DEGREE_T-H1-T4_B-1_P-NA_Data Microfauna;Data Microfauna;HU;degree;Lake Donger;5.31;413;2045;4800;;32;2098;48.28;2.29;NULL;58.43;24;221;;Decanting and sieving;;composite sample;;;;;;;;;Chernozem-type sandy soil;na;;;;na;;;;;;;;;;;10.0;;;;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;no_fertilizer;na;na;no_amendment_application;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy;Nagy-Hungary_steppe_grassland-Nematodes-1996;The nematode fauna of a dry continental steppe grassland at Lake Donger, Hungary;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-05;1996-07-05;20.0;46.666668;;grass_land;field;0;;;;;
1996-07-05-D_HU_DEGREE_T-H1-T6_B-1_P-NA;date:1996-07-05T00:00:00:yyyy-MM-dd;D;H1-T6;T;1;B;NA;P;1996-07-05-D_HU_DEGREE_T-H1-T6_B-1_P-NA_Data Microfauna;Data Microfauna;HU;degree;Lake Donger;2.6;403;775;5100;;24;3718;21.45;2.43;NULL;62.78;0;204;;Decanting and sieving;;composite sample;;;;;;;;;Chernozem-type sandy soil;na;;;;na;;;;;;;;;;;10.0;;;;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;no_fertilizer;na;na;no_amendment_application;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy;Nagy-Hungary_steppe_grassland-Nematodes-1996;The nematode fauna of a dry continental steppe grassland at Lake Donger, Hungary;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-05;1996-07-05;20.0;46.666668;;grass_land;field;0;;;;;
1996-07-05-D_HU_DEGREE_T-H1-T6_B-2_P-NA;date:1996-07-05T00:00:00:yyyy-MM-dd;D;H1-T6;T;2;B;NA;P;1996-07-05-D_HU_DEGREE_T-H1-T6_B-2_P-NA_Data Microfauna;Data Microfauna;HU;degree;Lake Donger;4.99;289;1396;7800;;26;5975;37.4;2.34;NULL;62.25;47;94;;Decanting and sieving;;composite sample;;;;;;;;;Chernozem-type sandy soil;na;;;;na;;;;;;;;;;;10.0;;;;;;;;;;;;;No;na;;na;na;na;na;na;perennial;grassland;na;no_fertilizer;na;na;no_amendment_application;;na;grass_land;grass_land;grass_land;grass_land;grass_land;grass_land;;;;;na;NA;na;;;;;na;na;;na;na;na;na;na;;na;na;1998;;DEGREE;Maria Viketoft;maria.viketoft@slu.se;SLU;Peter I Nagy;Nagy-Hungary_steppe_grassland-Nematodes-1996;The nematode fauna of a dry continental steppe grassland at Lake Donger, Hungary;NA;NA;Nematode communities of northern temperate grassland ecosystems (eds. RGM de Goede & T Bongers);literature;;regional;sample;No;No;;1996-07-05;1996-07-05;20.0;46.666668;;grass_land;field;0;;;;;
