data_type;id_sample;id_level_1;id_level_2;id_level_3;fauna_taxon;country_code;higher_taxon;main_prog_name;precision_date;additional_name;fauna_abundance;fauna_occurrence;id_sampling_point;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;date_sample_collection;fauna_unit_of_abundance
Data mesofauna;;VD_9;H_pitfall;2;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;6;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;2;Orchesella cincta;AT;Collembola;vinedivers;M;;14;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;2;Sminthurinus aureus;AT;Collembola;vinedivers;M;;8;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Desoria olivacea;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Heteromurus nitidus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Isotoma viridis;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Orchesella cincta;AT;Collembola;vinedivers;M;;8;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Sminthurinus aureus;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Sminthurus viridis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;3;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Desoria olivacea;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Entomobrya handschini;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Entomobrya marginata;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Heteromurus nitidus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Isotoma viridis;AT;Collembola;vinedivers;M;;9;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;13;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Orchesella cincta;AT;Collembola;vinedivers;M;;20;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Parisotoma notabilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Sminthurinus aureus;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;4;Sminthurus multipunctatus;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Desoria olivacea;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Entomobrya marginata;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Orchesella cincta;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Sminthurinus aureus;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Sminthurus multipunctatus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;5;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Desoria olivacea;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Entomobrya handschini;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Heteromurus major;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Heteromurus nitidus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Isotoma viridis;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;14;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Orchesella cincta;AT;Collembola;vinedivers;M;;22;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Pseudosinella alba;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Sminthurinus aureus;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Sminthurus multipunctatus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_9;H_pitfall;6;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_9_block_H_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Desoria olivacea;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Entomobrya handschini;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Heteromurus major;AT;Collembola;vinedivers;M;;10;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Isotoma viridis;AT;Collembola;vinedivers;M;;53;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Orchesella cincta;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Parisotoma notabilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Sminthurinus aureus;AT;Collembola;vinedivers;M;;6;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;1;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Entomobrya handschini;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Heteromurus major;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Isotoma viridis;AT;Collembola;vinedivers;M;;6;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Orchesella cincta;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Sminthurinus aureus;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;2;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Entomobrya handschini;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Heteromurus major;AT;Collembola;vinedivers;M;;20;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Heteromurus nitidus;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Isotoma viridis;AT;Collembola;vinedivers;M;;44;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Orchesella cincta;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Parisotoma notabilis;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Sminthurinus aureus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Sminthurus multipunctatus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;3;Sphaeridia pumilis;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Cyphoderus albinus;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Entomobrya handschini;AT;Collembola;vinedivers;M;;19;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Heteromurus major;AT;Collembola;vinedivers;M;;21;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Isotoma viridis;AT;Collembola;vinedivers;M;;139;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Orchesella cincta;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Parisotoma notabilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;4;Sminthurinus aureus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Cyphoderus albinus;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Entomobrya handschini;AT;Collembola;vinedivers;M;;8;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Heteromurus major;AT;Collembola;vinedivers;M;;85;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Isotoma viridis;AT;Collembola;vinedivers;M;;98;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Orchesella cincta;AT;Collembola;vinedivers;M;;8;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Parisotoma notabilis;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Pseudosinella alba;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;5;Sminthurinus aureus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;6;Entomobrya handschini;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;6;Heteromurus major;AT;Collembola;vinedivers;M;;11;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_10;L_pitfall;6;Isotoma viridis;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_10_block_L_pitfall_P_6;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;1;Entomobrya handschini;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;1;Heteromurus major;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;1;Isotoma viridis;AT;Collembola;vinedivers;M;;12;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;1;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;1;Parisotoma notabilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_1;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Ceratophysella succinea;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Entomobrya handschini;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Heteromurus major;AT;Collembola;vinedivers;M;;10;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Heteromurus nitidus;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Isotoma viridis;AT;Collembola;vinedivers;M;;15;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;8;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Parisotoma notabilis;AT;Collembola;vinedivers;M;;9;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Pseudachorutes parvulus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;2;Pseudosinella sexoculata;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_2;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Desoria olivacea;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Entomobrya handschini;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Heteromurus major;AT;Collembola;vinedivers;M;;9;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Heteromurus nitidus;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Isotoma viridis;AT;Collembola;vinedivers;M;;16;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Orchesella pannonica;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Parisotoma notabilis;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Pseudosinella alba;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Pseudosinella sexoculata;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;3;Sminthurinus aureus;AT;Collembola;vinedivers;M;;4;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_3;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Desoria olivacea;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Entomobrya handschini;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Heteromurus major;AT;Collembola;vinedivers;M;;9;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Heteromurus nitidus;AT;Collembola;vinedivers;M;;5;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Isotoma viridis;AT;Collembola;vinedivers;M;;25;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Parisotoma notabilis;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Pseudosinella alba;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;4;Pseudosinella sexoculata;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_4;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Cyphoderus albinus;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Desoria olivacea;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Entomobrya handschini;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Heteromurus major;AT;Collembola;vinedivers;M;;7;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Isotoma viridis;AT;Collembola;vinedivers;M;;31;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Lepidocyrtus cyaneus;AT;Collembola;vinedivers;M;;13;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Parisotoma notabilis;AT;Collembola;vinedivers;M;;1;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Pseudosinella sexoculata;AT;Collembola;vinedivers;M;;3;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;5;Sminthurinus aureus;AT;Collembola;vinedivers;M;;6;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_5;T;block;P;NULL;Activity density
Data mesofauna;;VD_11;H_pitfall;6;Entomobrya handschini;AT;Collembola;vinedivers;M;;2;1;2015-04-01_M_AT_VineDivers_T_VD_11_block_H_pitfall_P_6;T;block;P;NULL;Activity density
