id_sampling_point;date_sample_collection;precision_date;id_sample;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;type_of_sample;taxon;ecological_group;biomass;abundance
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;34.25926;216.04938
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;31.790123;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;4.3209877;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;91.97531;895.0617
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;11.728395;92.59259
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus castaneus;epigeic;3.7037036;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 2_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 2;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Octolasion cyaneum;endogeic;92.59259;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;40.74074;246.91357
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;143.51852;185.18518
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;65.4321;524.69135
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;8.641975;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 4_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 4;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Octolasion cyaneum;endogeic;30.864197;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;9.567902;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;88.27161;92.59259
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea caliginosa;endogeic;29.938272;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea longa;strict anecic;98.45679;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;4.3209877;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;101.54321;740.7407
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;epigeic;7.0987654;92.59259
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Lumbricus terrestris;epi-anecic;146.91357;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 8_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 8;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Octolasion cyaneum;endogeic;61.728394;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;24.691359;154.32098
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;53.703705;123.45679
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;10.493827;61.728394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;51.54321;617.28394
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 16_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 16;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Octolasion cyaneum;endogeic;30.864197;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;26.54321;123.45679
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;201.54321;185.18518
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea caliginosa;endogeic;6.1728396;30.864197
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Aporrectodea rosea;endogeic;40.4321;185.18518
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 32_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 32;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;endogeic;49.382717;586.41974
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 64_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 64_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 64;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;Allolobophora chlorotica;endogeic;26.54321;92.59259
2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 64_B-NA_P-NA;date:2016-04-01T00:00:00:yyyy-MM-dd;M;2016-04-01-M_GB_SoilBioHedge_T-Sub Paddock_NTL-A 64_B-NA_P-NA_Data Macrofauna;Sub Paddock_NTL-A 64;T;NA;B;NA;P;GB;soilbiohedge;;Data Macrofauna;;indetermined;anecic;90.12346;123.45679
2015-03-15-M_NL_Onrust2019MeadowStudy_F-A1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-A1_B-NA_P-3_Data Macrofauna;A1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;99.75;350.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-1_Data Macrofauna;A2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;144.75;625.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-2_Data Macrofauna;A2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;190.0;1000.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-A2_B-NA_P-3_Data Macrofauna;A2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;289.25;1100.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-1_Data Macrofauna;B1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;179.5;1250.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-2_Data Macrofauna;B1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;151.0;825.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B1_B-NA_P-3_Data Macrofauna;B1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;208.0;1075.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-1_Data Macrofauna;B2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;363.75;1575.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-2_Data Macrofauna;B2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;138.0;800.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-B2_B-NA_P-3_Data Macrofauna;B2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;264.75;1550.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-1_Data Macrofauna;C1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;202.25;825.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-2_Data Macrofauna;C1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;185.25;700.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C1_B-NA_P-3_Data Macrofauna;C1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;207.5;975.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-1_Data Macrofauna;C2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;152.75;875.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-2_Data Macrofauna;C2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;168.0;925.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-C2_B-NA_P-3_Data Macrofauna;C2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;100.75;850.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-1_Data Macrofauna;D1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;245.5;850.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-2_Data Macrofauna;D1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;112.0;650.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D1_B-NA_P-3_Data Macrofauna;D1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;135.25;375.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-1_Data Macrofauna;D2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;208.0;1125.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-2_Data Macrofauna;D2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;159.0;1000.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-D2_B-NA_P-3_Data Macrofauna;D2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;178.25;575.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-1_Data Macrofauna;E1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;124.0;750.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-2_Data Macrofauna;E1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;122.0;550.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E1_B-NA_P-3_Data Macrofauna;E1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;57.0;250.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-1_Data Macrofauna;E2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;252.0;1000.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-2_Data Macrofauna;E2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;155.0;625.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-E2_B-NA_P-3_Data Macrofauna;E2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;164.75;500.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-1_Data Macrofauna;F1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;173.5;1050.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-2_Data Macrofauna;F1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;130.0;900.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F1_B-NA_P-3_Data Macrofauna;F1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;76.25;525.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-1_Data Macrofauna;F2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;58.0;325.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-2_Data Macrofauna;F2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;99.75;700.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-F2_B-NA_P-3_Data Macrofauna;F2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;224.25;1150.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-1_Data Macrofauna;G1;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;36.5;175.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-2_Data Macrofauna;G1;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;74.25;375.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G1_B-NA_P-3_Data Macrofauna;G1;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;54.25;375.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-1;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-1_Data Macrofauna;G2;F;NA;B;1;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;35.75;125.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-2;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-2_Data Macrofauna;G2;F;NA;B;2;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;31.75;175.0
2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-3;date:2015-03-15T00:00:00:yyyy-MM-dd;M;2015-03-15-M_NL_Onrust2019MeadowStudy_F-G2_B-NA_P-3_Data Macrofauna;G2;F;NA;B;3;P;NL;onrust2019meadowstudy;;Data Macrofauna;;indeterminate;NA;95.75;350.0
