id_sampling_point;date_sample_collection;precision_date;id_level_1;level_1_scale_obs;id_level_2;level_2_scale_obs;id_level_3;level_3_scale_obs;id_sample;acari_20;data_type;country_code;main_prog_name;additional_name;other_bfs;ab_araneae;araneae_01;araneae_05;diplura_20;diptera_01;isopoda_10;protura_20;diptera_l10;symphyla_20;ab_chilopoda;ab_diplopoda;chilopoda_10;chilopoda_20;diplopoda_10;diplopoda_20;hemiptera_01;opiliones_10;pauropoda_20;ab_coleoptera;ab_collembola;coleoptera_01;coleoptera_05;coleoptera_10;coleoptera_15;coleoptera_20;collembola_01;collembola_02;collembola_04;collembola_06;collembola_08;collembola_10;collembola_20;dermaptera_01;embioptera_10;palpigradi_20;psocoptera_01;ab_hymenoptera;coleoptera_l10;hymenoptera_01;hymenoptera_05;pseudoscorp_20;hymenoptera_l10;hymenoptera_number_taxa;ab_enchytreids_abundance;mesofauna_number_species;enchytreids_number_species;enchytreids_k_strategist_abundance;enchytreids_r_strategist_abundance;thysanoptera_01;acari_number_taxa;list_of_other_bfs;type_of_the_sample;soil_type_wrb;wrb_version;soil_taxonomy_version;soil_type_in_soil_taxonomy;name_local_soil_classification;soil_type_in_a_local_classification;ph_method;ph_mean;cec_mean;caco3;texture;texture_triangle;sand;sand_limit;silt;silt_limit;clay_limit;bottom_depth_of_top_layer;carbon_azote_ratio_mean;soc_mean;som_mean;soil_sample_depth;bulk_density;soil_analysis_sample_mass;soil_humidity;soil_total_depth;phosphorus_total;landuse_1_year_ago;landuse_2_years_ago;landuse_3_year_ago;landuse_4_year_ago;landuse_5_years_ago;landuse_6_years_ago;crop_1;crop_2;crop_3;farming_system;tillage_method;tillage_season;tillage_system;type_main_crop;tillage_depth;publication_year;project_acronym;project_name;reference_to_programme;contributor_name;contributor_email;contributor_instit;data_owner;dataset_title;literature_title;doi;journal_name;book_title;source_type;volume_number;scale_project;spacial_level;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;date_start_experiment;date_end_experiment
2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_2;date:2020-10-20T00:00:00:yyyy-MM-dd;D;PED_4;F;NA;NA;2;P;;1300;Data Mesofauna;IT;soil4life;;0;0;0;0;0;0;0;0;400;0;0;0;0;0;0;0;0;0;0;0;1900;0;0;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;0;0;0;0;0;0;0;0;;;;;;0;;;;luvisol;;;;;;water;6.83;19.7;3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;na;na;na;na;na;na;asian_rice_oryza_sativa;na;na;na;na;na;na;annual;NA;;;SOIL4LIFE;;Pietro Iavazzo;pietro.iavazzo@ersaf.lombardia.it;;ERSAF;;;;;;;;;;arable_land;;;;;
2020-10-20_D_IT_SOIL4LIFE_F_PED_4_NA_NA_P_3;date:2020-10-20T00:00:00:yyyy-MM-dd;D;PED_4;F;NA;NA;3;P;;2800;Data Mesofauna;IT;soil4life;;100;0;0;0;0;0;0;0;100;0;0;0;0;0;0;0;100;0;0;100;5200;0;100;0;0;0;NA;NA;NA;NA;NA;NA;100;0;0;0;100;0;200;0;0;0;0;0;;;;;;0;;;;luvisol;;;;;;water;6.83;19.7;3;loamy_sand;;48.0;;48.0;;;;;;;;;;;;;na;na;na;na;na;na;asian_rice_oryza_sativa;na;na;na;na;na;na;annual;NA;;;SOIL4LIFE;;Pietro Iavazzo;pietro.iavazzo@ersaf.lombardia.it;;ERSAF;;;;;;;;;;arable_land;;;;;
2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_1;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;F;NA;NA;1;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;0;NA;NA;NA;NA;NA;NA;NA;-99;0;0;NA;NA;NA;NA;-99;NA;NA;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;-99;-99;NA;-99;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;maize_corn_zea_mays;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_2;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;F;NA;NA;2;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;0;NA;NA;NA;NA;NA;NA;NA;-99;0;0;NA;NA;NA;NA;-99;NA;NA;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;-99;NA;NA;-99;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;maize_corn_zea_mays;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2020-10-22_D_IT_Regional_monitoring_FVG_F_QB186_NA_NA_P_3;date:2020-10-22T00:00:00:yyyy-MM-dd;D;QB186;F;NA;NA;3;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;-99;NA;-99;NA;NA;NA;NA;NA;-99;0;0;NA;NA;NA;NA;NA;NA;-99;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;0;NA;NA;NA;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;maize_corn_zea_mays;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_1;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;F;NA;NA;1;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;0;NA;NA;NA;NA;NA;NA;-99;NA;-99;0;-99;NA;NA;NA;NA;NA;NA;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;0;-99;NA;NA;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;soybean_glycine_max;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_2;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;F;NA;NA;2;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;-99;NA;NA;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;-99;-99;NA;-99;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;soybean_glycine_max;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2020-11-03_D_IT_Regional_monitoring_FVG_F_QB189_NA_NA_P_3;date:2020-11-03T00:00:00:yyyy-MM-dd;D;QB189;F;NA;NA;3;P;;-99;Data Mesofauna;IT;regional_monitoring_fvg;;;0;NA;NA;NA;NA;NA;NA;NA;NA;0;0;NA;NA;NA;NA;NA;NA;NA;0;-99;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;-99;NA;NA;NA;NA;-99;NA;NA;-99;NA;NA;NA;;;;;;NA;;;;na;;;;;;;;;;;;;;;;;;;;;;;;;;;na;na;na;na;na;na;soybean_glycine_max;na;na;na;na;na;na;annual;NA;;Regional_monitoring_FVG;Regional_monitoring_FVG;;Nicola Skert;nicola.skert@arpa.fvg.it;;ARPA FVG;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;F;NA;NA;1;P;;1400;Data Mesofauna;AT;excalibur;;0;;0;0;0;0;0;0;600;0;;;0;0;0;100;0;0;0;;;0;0;0;0;0;0;200;300;100;100;0;0;0;0;0;100;;200;0;200;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.88;;;;;50.0;;18.0;;;;;;29.0;;;;;;788.8;;;;;;;na;tomato_solanum_lycopersicum;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;F;NA;NA;2;P;;1800;Data Mesofauna;AT;excalibur;;0;;0;0;100;300;0;0;100;100;;;0;0;0;100;0;0;200;;;0;0;0;0;0;0;100;800;600;300;200;300;0;0;0;0;;0;0;0;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.89;;;;;50.0;;18.0;;;;;;29.0;;;;;;800.2;;;;;;;na;tomato_solanum_lycopersicum;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;2AOF-TUG;F;NA;NA;3;P;;2000;Data Mesofauna;AT;excalibur;;0;;0;100;0;1100;0;0;200;200;;;0;0;0;0;100;0;0;;;0;0;100;0;0;100;300;0;200;0;0;0;0;0;0;0;;200;0;0;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.96;;;;;50.0;;18.0;;;;;;29.0;;;;;;814.7;;;;;;;na;tomato_solanum_lycopersicum;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;F;NA;NA;1;P;;2500;Data Mesofauna;AT;excalibur;;0;;0;0;100;0;0;0;100;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;200;500;800;0;100;0;0;0;0;0;;100;0;8000;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.21;;;;;77.0;;19.0;;;;;;15.0;;;;;;1208;;;;;;;na;apple_tree_malus_domestica;;conventional_farming;;;;perennial;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;F;NA;NA;2;P;;2200;Data Mesofauna;AT;excalibur;;0;;0;0;0;200;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;200;300;0;0;0;0;0;0;0;;0;0;0;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.18;;;;;77.0;;19.0;;;;;;15.0;;;;;;1192;;;;;;;na;apple_tree_malus_domestica;;conventional_farming;;;;perennial;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;3AIF-TUG;F;NA;NA;3;P;;1500;Data Mesofauna;AT;excalibur;;0;;0;0;0;200;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;100;0;0;0;0;0;0;;100;0;0;0;0;;;individual;;;;0;;;;stagnic_luvisols;;;;;;;6.24;;;;;77.0;;19.0;;;;;;15.0;;;;;;1231;;;;;;;na;apple_tree_malus_domestica;;conventional_farming;;;;perennial;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;permanent_crops;;;;;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;F;NA;NA;1;P;;300;Data Mesofauna;DK;excalibur;;0;;0;0;0;100;0;0;400;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;100;0;200;0;0;0;0;0;100;;0;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;6.23;;;;;79.0;;20.0;;;;;;41.7;;;;;;952.4;;;;;;;na;strawberry;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;F;NA;NA;2;P;;500;Data Mesofauna;DK;excalibur;;0;;0;0;0;100;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;100;0;0;0;0;100;0;0;0;300;0;0;0;0;;100;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;6.55;;;;;79.0;;20.0;;;;;;41.7;;;;;;912.8;;;;;;;na;strawberry;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;21SOF-UCP;F;NA;NA;3;P;;1100;Data Mesofauna;DK;excalibur;;0;;0;0;0;100;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;100;0;0;0;0;0;0;0;0;0;0;0;0;100;;0;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;6.51;;;;;79.0;;20.0;;;;;;41.7;;;;;;861.2;;;;;;;na;strawberry;;organic_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;F;NA;NA;1;P;;200;Data Mesofauna;DK;excalibur;;0;;0;0;0;100;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;100;500;0;0;0;100;;100;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;7.54;;;;;83.0;;16.0;;;;;;33.8;;;;;;931.5;;;;;;;na;strawberry;;conventional_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;F;NA;NA;2;P;;600;Data Mesofauna;DK;excalibur;;0;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;300;700;900;1200;0;0;0;0;;0;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;7.52;;;;;83.0;;16.0;;;;;;33.8;;;;;;887.7;;;;;;;na;strawberry;;conventional_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;22SIF-UCP;F;NA;NA;3;P;;200;Data Mesofauna;DK;excalibur;;0;;0;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;;;0;0;0;0;0;0;0;0;100;0;0;600;0;0;0;0;;0;0;0;0;0;;;individual;;;;0;;;;arenic_cambisols;;;;;;;7.34;;;;;83.0;;16.0;;;;;;33.8;;;;;;1044;;;;;;;na;strawberry;;conventional_farming;;;;annual;;;EXC;Excalibur;;Gaia Bigiotti;gaia.bigiotti@crea.gov.it;CREA-AA;CREA-AA;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_c;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6626.88;;3;;;;;;;luvisols;;;;;;water;8.04;;257;clay_loam;;41.3;;29.9;;;;;;;42.2;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_c;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3568.32;;4;;;;;;;luvisols;;;;;;water;8.04;;257;clay_loam;;41.3;;29.9;;;;;;;42.2;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_c_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_c;T;NA;NA;3;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15292.8;;4;;;;;;;luvisols;;;;;;water;8.04;;257;clay_loam;;41.3;;29.9;;;;;;;42.2;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_f;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5607.36;;2;;;;;;;luvisols;;;;;;water;8.07;;253;clay_loam;;41.2;;32.0;;;;;;;41.4;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_f;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8156.16;;4;;;;;;;luvisols;;;;;;water;8.07;;253;clay_loam;;41.2;;32.0;;;;;;;41.4;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_buchelay_f_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;buchelay_f;T;NA;NA;3;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;11214.72;;5;;;;;;;luvisols;;;;;;water;8.07;;253;clay_loam;;41.2;;32.0;;;;;;;41.4;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_c;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4078.08;;2;;;;;;;luvisols;;;;;;water;7.93;;2;silt_loam;;5.5;;77.5;;;;;;;21.9;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_c;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8665.92;;5;;;;;;;luvisols;;;;;;water;7.93;;2;silt_loam;;5.5;;77.5;;;;;;;21.9;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_c_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_c;T;NA;NA;3;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;5607.36;;2;;;;;;;luvisols;;;;;;water;7.93;;2;silt_loam;;5.5;;77.5;;;;;;;21.9;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_f;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;23448.96;;7;;;;;;;luvisols;;;;;;water;7.69;;<1;silt_loam;;6.2;;76.6;;;;;;;17.9;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_f;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30585.6;;11;;;;;;;luvisols;;;;;;water;7.69;;<1;silt_loam;;6.2;;76.6;;;;;;;17.9;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_chateliers_f_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;chateliers_f;T;NA;NA;3;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7646.4;;5;;;;;;;luvisols;;;;;;water;7.69;;<1;silt_loam;;6.2;;76.6;;;;;;;17.9;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;gas_c;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12234.24;;3;;;;;;;luvisols;;;;;;water;7.23;;<1;silt_loam;;7.4;;66.6;;;;;;;18.1;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;gas_c;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10704.96;;3;;;;;;;luvisols;;;;;;water;7.23;;<1;silt_loam;;7.4;;66.6;;;;;;;18.1;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_gas_c_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;gas_c;T;NA;NA;3;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;10704.96;;3;;;;;;;luvisols;;;;;;water;7.23;;<1;silt_loam;;7.4;;66.6;;;;;;;18.1;;;;;;;;;;;;na;;;agroecology;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;gas_f;T;NA;NA;1;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;25488;;7;;;;;;;luvisols;;;;;;water;7.58;;<1;silt_loam;;8.4;;67.4;;;;;;;19.1;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
2021-01-01_Y_FR_OFB_DYNABIO_T_gas_f_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;gas_f;T;NA;NA;2;P;;;Data mesofauna;FR;ofb_dynabio;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38232;;7;;;;;;;luvisols;;;;;;water;7.58;;<1;silt_loam;;8.4;;67.4;;;;;;;19.1;;;;;;;;;;;;na;;;na;;;;;;;DYNABIO;OFB_DYNABIO;;PELOSI;celine.pelosi@inrae.fr;;Celine Pelosi;;;;;;;;;;arable_land;;;;;
