id_sampling_point;date_sample_collection;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;type_of_sample;fungi_soil_subsample_mass;fungi_sampl_method;fungi_sampling_methodo_iso;fungi_methodology_class;fungi_molecular_marker;fungi_sequencing_type;fungi_sequencing_platform;fungi_sequencing_length;fungi_taxon_annotation_plat_db;fungi_taxon_annotation_database_or_pipeline;fungi_picking_scope;fungi_amf_morphological_analysis;fungi_amf_morphological_analysis_method
2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_1;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;7AOF-FOE;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_2;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;7AOF-FOE;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-06-01_D_DE_Excalibur_F_7AOF-FOE_NA_NA_P_3;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;7AOF-FOE;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_1;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;12AOF-FOE;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_2;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;12AOF-FOE;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-06-01_D_DE_Excalibur_F_12AOF-FOE_NA_NA_P_3;date:2021-06-01T00:00:00:yyyy-MM-dd;D;DE;excalibur;;F;12AOF-FOE;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_1;date:2021-05-01T00:00:00:yyyy-MM-dd;D;PL;excalibur;;F;17SIF-INH;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_2;date:2021-05-01T00:00:00:yyyy-MM-dd;D;PL;excalibur;;F;17SIF-INH;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_PL_Excalibur_F_17SIF-INH_NA_NA_P_3;date:2021-05-01T00:00:00:yyyy-MM-dd;D;PL;excalibur;;F;17SIF-INH;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_1;date:2021-05-01T00:00:00:yyyy-MM-dd;D;SI;excalibur;;F;19SIF-KIS;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_2;date:2021-05-01T00:00:00:yyyy-MM-dd;D;SI;excalibur;;F;19SIF-KIS;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-05-01_D_SI_Excalibur_F_19SIF-KIS_NA_NA_P_3;date:2021-05-01T00:00:00:yyyy-MM-dd;D;SI;excalibur;;F;19SIF-KIS;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_1;date:2021-04-01T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;25SOG-CRP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_2;date:2021-04-01T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;25SOG-CRP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-01_D_IT_Excalibur_F_25SOG-CRP_NA_NA_P_3;date:2021-04-01T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;25SOG-CRP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;PL;excalibur;;F;26TIF-INH;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;PL;excalibur;;F;26TIF-INH;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_PL_Excalibur_F_26TIF-INH_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;PL;excalibur;;F;26TIF-INH;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;27TIF-CRP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;27TIF-CRP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_27TIF-CRP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;27TIF-CRP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;31TIG-UNI;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;31TIG-UNI;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_31TIG-UNI_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;31TIG-UNI;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;32TOF-CRP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;32TOF-CRP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_IT_Excalibur_F_32TOF-CRP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;IT;excalibur;;F;32TOF-CRP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;3AIF-TUG;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;3AIF-TUG;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_3AIF-TUG_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;3AIF-TUG;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;2AOF-TUG;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;2AOF-TUG;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_AT_Excalibur_F_2AOF-TUG_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;AT;excalibur;;F;2AOF-TUG;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;22SIF-UCP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;22SIF-UCP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_22SIF-UCP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;22SIF-UCP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_1;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;21SOF-UCP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_2;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;21SOF-UCP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-01-01_Y_DK_Excalibur_F_21SOF-UCP_NA_NA_P_3;date:2021-01-01T00:00:00:yyyy-MM-dd;Y;DK;excalibur;;F;21SOF-UCP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_1;date:2021-04-08T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;16SIG-CRP;NA;NA;P;1;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_2;date:2021-04-08T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;16SIG-CRP;NA;NA;P;2;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2021-04-08_D_IT_Excalibur_F_16SIG-CRP_NA_NA_P_3;date:2021-04-08T00:00:00:yyyy-MM-dd;D;IT;excalibur;;F;16SIG-CRP;NA;NA;P;3;;;individual;;soil_core;;sequencing;ITS;target;illumina;300_bp;unite;;asv;No;
2018-01-01_Y_BG_LUCAS_F_691_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;691;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_695_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;695;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_700_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;700;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_708_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;708;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_725_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;725;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_731_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;731;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_733_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;733;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_750_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;750;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_873_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;873;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_876_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;876;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_BG_LUCAS_F_878_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;BG;lucas;;F;878;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CY_LUCAS_F_835_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CY;lucas;;F;835;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CY_LUCAS_F_840_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CY;lucas;;F;840;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CY_LUCAS_F_847_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CY;lucas;;F;847;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_391_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;391;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_395_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;395;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_396_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;396;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_436_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;436;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_472_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;472;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_478_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;478;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_505_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;505;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_519_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;519;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_537_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;537;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_559_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;559;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_CZ_LUCAS_F_603_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;CZ;lucas;;F;603;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_106_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;106;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_133_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;133;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_158_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;158;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_163_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;163;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_164_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;164;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_171_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;171;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_172_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;172;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_DE_LUCAS_F_455_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;DE;lucas;;F;455;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EE_LUCAS_F_232_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EE;lucas;;F;232;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EE_LUCAS_F_262_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EE;lucas;;F;262;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EE_LUCAS_F_293_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EE;lucas;;F;293;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EE_LUCAS_F_348_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EE;lucas;;F;348;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_844_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;844;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_EL_LUCAS_F_862_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;EL;lucas;;F;862;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_124_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;124;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_145_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;145;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_165_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;165;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_173_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;173;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_178_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;178;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_319_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;319;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_338_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;338;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_340_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;340;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
2018-01-01_Y_ES_LUCAS_F_345_NA_NA_NA_NA;date:2018-01-01T00:00:00:yyyy-MM-dd;Y;ES;lucas;;F;345;NA;NA;NA;NA;;;composite;;soil_core;10.1038/s41467-023-37937-4;sequencing;ITS1;target;pacbio;full_length;unite;UNITE v9;qiime2_vsearch;OTU;No
