id_sampling_point;date_sample_collect;precision_date;country_code;main_prog_name;additional_name;level_1_scale_obs;id_level_1;level_2_scale_obs;id_level_2;level_3_scale_obs;id_level_3;id_sample;data_type;date_start_experiment;date_end_experiment;longitude;latitude;altitude;study_landuse;experimental_type;total_experiment_duration;experiment_duration_mean;mean_temperature_of_the_day;source_of_climate_data;year_precipitation;air_humidity
2010-05-25-D_DE_BioBio_F-DE15e_B-NA_P-E2;date:2010-05-25T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15e;B;NA;P;E2;2010-05-25-D_DE_BioBio_F-DE15e_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-25-D_DE_BioBio_F-DE15e_B-NA_P-E3;date:2010-05-25T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15e;B;NA;P;E3;2010-05-25-D_DE_BioBio_F-DE15e_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09a;B;NA;P;E1;2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09a;B;NA;P;E2;2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09a;B;NA;P;E3;2010-05-26-D_BG_BioBio_F-BG09a_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09Ld;B;NA;P;E1;2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09Ld;B;NA;P;E2;2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG09Ld;B;NA;P;E3;2010-05-26-D_BG_BioBio_F-BG09Ld_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07g;B;NA;P;E1;2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07g;B;NA;P;E2;2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07g;B;NA;P;E3;2010-05-26-D_CH_BioBio_F-CH07g_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03c;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03c;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03c;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03c_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03d;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03d;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03d;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03d_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03e;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03e;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03e;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03e_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03f;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03f;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03f;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03f_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;arable_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03g;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03g;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03g;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03g_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03Lb;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03Lb;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE03Lb;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE03Lb_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15g;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15g;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15g;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE15g_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Lh;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Lh;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Lh;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE15Lh_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E1;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Li;B;NA;P;E1;2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E2;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Li;B;NA;P;E2;2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E3;date:2010-05-26T00:00:00:yyyy-MM-dd;D;DE;biobio;;F;DE15Li;B;NA;P;E3;2010-05-26-D_DE_BioBio_F-DE15Li_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;11.34465;48.41562;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10a;B;NA;P;E1;2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10a;B;NA;P;E2;2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10a;B;NA;P;E3;2010-05-27-D_BG_BioBio_F-BG10a_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10b;B;NA;P;E1;2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10b;B;NA;P;E2;2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10b;B;NA;P;E3;2010-05-27-D_BG_BioBio_F-BG10b_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10d;B;NA;P;E1;2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10d;B;NA;P;E2;2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10d;B;NA;P;E3;2010-05-27-D_BG_BioBio_F-BG10d_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10f;B;NA;P;E1;2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10f;B;NA;P;E2;2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10f;B;NA;P;E3;2010-05-27-D_BG_BioBio_F-BG10f_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;grass_land;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10Lg;B;NA;P;E1;2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10Lg;B;NA;P;E2;2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;BG;biobio;;F;BG10Lg;B;NA;P;E3;2010-05-27-D_BG_BioBio_F-BG10Lg_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;24.56907;41.68709;;agroforestry;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01g;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01g;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01g;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH01g_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01Lz;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01Lz;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH01Lz;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH01Lz_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH04g;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH04g;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH04g;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH04g_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;permanent_crops;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH06Lq;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;agroforestry;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH06Lq;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;agroforestry;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH06Lq;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH06Lq_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;agroforestry;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07d;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07d;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH07d;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH07d_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH08d;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH08d;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH08d;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH08d_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH16l;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH16l;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH16l;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH16l_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH20d;B;NA;P;E1;2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E2;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH20d;B;NA;P;E2;2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E2_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E3;date:2010-05-27T00:00:00:yyyy-MM-dd;D;CH;biobio;;F;CH20d;B;NA;P;E3;2010-05-27-D_CH_BioBio_F-CH20d_B-NA_P-E3_Metadata Study;Metadata Study;2010-01-01;2011-12-31;8.19669;46.88487;;grass_land;field;24;;;;;
2010-05-27-D_FR_BioBio_F-FR07Ldd_B-NA_P-E1;date:2010-05-27T00:00:00:yyyy-MM-dd;D;FR;biobio;;F;FR07Ldd;B;NA;P;E1;2010-05-27-D_FR_BioBio_F-FR07Ldd_B-NA_P-E1_Metadata Study;Metadata Study;2010-01-01;2011-12-31;7.918;43.35074;;grass_land;field;24;;;;;
