id_sampling_point;date_sample_collect;precision_date;id_level_1;id_level_2;id_level_3;level_1_scale_obs;level_2_scale_obs;level_3_scale_obs;country_code;main_prog_name;additional_name;data_type;id_sample;microfauna_extraction_method;microfauna_sampling_methodology_iso;microfauna_sampling_observation_method;asmicrofauna_sampled_area_for_each_subsample
1981-07-01-M_GB_Ordnance survey_F-554_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;554;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-554_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-555_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;555;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-555_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-556_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;556;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-556_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-557_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;557;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-557_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-558_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;558;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-558_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-559_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;559;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-559_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-560_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;560;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-560_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-561_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;561;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-561_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-562_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;562;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-562_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-563_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;563;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-563_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-564_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;564;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-564_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1981-07-01-M_GB_Ordnance survey_F-565_B-NA_P-NA;date:1981-07-01T00:00:00:yyyy-MM-dd;M;565;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1981-07-01-M_GB_Ordnance survey_F-565_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-566_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;566;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-566_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-567_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;567;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-567_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-568_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;568;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-568_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-569_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;569;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-569_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-570_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;570;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-570_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1982-07-01-M_GB_Ordnance survey_F-571_B-NA_P-NA;date:1982-07-01T00:00:00:yyyy-MM-dd;M;571;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1982-07-01-M_GB_Ordnance survey_F-571_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1984-07-01-M_GB_Ordnance survey_F-572_B-NA_P-NA;date:1984-07-01T00:00:00:yyyy-MM-dd;M;572;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1984-07-01-M_GB_Ordnance survey_F-572_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-573_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;573;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-573_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-574_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;574;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-574_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-575_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;575;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-575_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-576_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;576;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-576_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-577_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;577;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-577_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-578_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;578;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-578_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-579_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;579;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-579_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-580_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;580;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-580_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-581_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;581;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-581_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-582_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;582;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-582_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-583_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;583;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-583_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-584_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;584;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-584_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-585_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;585;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-585_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-586_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;586;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-586_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-587_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;587;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-587_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-588_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;588;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-588_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-589_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;589;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-589_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-590_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;590;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-590_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-591_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;591;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-591_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-592_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;592;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-592_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-593_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;593;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-593_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-594_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;594;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-594_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-595_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;595;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-595_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-596_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;596;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-596_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-597_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;597;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-597_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-598_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;598;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-598_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-599_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;599;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-599_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-600_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;600;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-600_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-601_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;601;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-601_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-602_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;602;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-602_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-603_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;603;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-603_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-604_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;604;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-604_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-605_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;605;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-605_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-606_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;606;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-606_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-607_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;607;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-607_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-608_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;608;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-608_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-609_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;609;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-609_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-610_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;610;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-610_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-611_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;611;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-611_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-612_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;612;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-612_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-613_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;613;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-613_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-614_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;614;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-614_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-615_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;615;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-615_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-616_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;616;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-616_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-617_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;617;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-617_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-618_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;618;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-618_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-619_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;619;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-619_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-620_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;620;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-620_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-621_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;621;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-621_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-622_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;622;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-622_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-623_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;623;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-623_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-624_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;624;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-624_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-05-01-M_GB_Ordnance survey_F-625_B-NA_P-NA;date:1980-05-01T00:00:00:yyyy-MM-dd;M;625;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-05-01-M_GB_Ordnance survey_F-625_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-626_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;626;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-626_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-627_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;627;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-627_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-628_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;628;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-628_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-629_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;629;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-629_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-630_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;630;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-630_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-631_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;631;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-631_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-632_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;632;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-632_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-633_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;633;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-633_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-634_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;634;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-634_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-635_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;635;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-635_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-636_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;636;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-636_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-637_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;637;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-637_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-638_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;638;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-638_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-639_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;639;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-639_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
1980-07-01-M_GB_Ordnance survey_F-640_B-NA_P-NA;date:1980-07-01T00:00:00:yyyy-MM-dd;M;640;NA;NA;F;B;P;GB;ordnance_survey;;Metadata Microfauna;1980-07-01-M_GB_Ordnance survey_F-640_B-NA_P-NA_Metadata Microfauna;Decanting and sieving;;composite sample;
